City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,oranjemund,-28.55,16.4333,17.63,85,99,2.4,NA,1680846199
285,mweka,-4.85,21.5667,22.08,85,97,1.41,CD,1680846515
286,myitkyina,25.3833,97.4,37.92,17,2,0.45,MM,1680846515
287,sao filipe,14.8961,-24.4956,22.15,79,97,4.38,CV,1680846115
288,kormilovka,55.0026,74.1028,-3.36,63,100,9.06,RU,1680846516
289,quatre cocos,-20.2078,57.7625,28.38,67,71,3.3,MU,1680846106
290,marawi,7.9986,124.2928,26.38,60,82,3.25,PH,1680846182
291,meadow lake,34.8014,-106.5436,11.27,31,42,4.18,US,1680846516
292,egvekinot,66.3167,-179.1667,-23.81,84,0,3.74,RU,1680846516
293,yerbogachen,61.2767,108.0108,-1.34,79,97,6.4,RU,1680846146
294,kloulklubed,7.0419,134.2556,26.28,70,98,3.49,PW,1680846517
295,saint-gaudens,43.0833,0.6667,3.34,76,36,1.96,FR,1680846517
296,mangit,40.5971,70.9607,19.09,32,100,1.2,UZ,1680846517
297,karpathos,35.507,27.2132,13.98,77,40,2.57,GR,1680846182
298,lagos,6.5833,3.75,27.18,89,100,1.74,NG,1680846432
299,richards bay,-28.783,32.0377,21.64,72,18,1.55,ZA,1680846145
300,taoudenni,22.6783,-3.9836,20.99,29,0,2.36,ML,1680846142
301,lanzhou,36.0564,103.7922,11.17,22,92,2.53,CN,1680846518
302,arraial do cabo,-22.9661,-42.0278,23.85,80,91,1.48,BR,1680846098
303,ibb,13.9667,44.1833,20.35,53,88,1.92,YE,1680846518
304,grand-lahou,5.1367,-5.0242,26.15,89,83,3.09,CI,1680846518
305,tsagan aman,47.5639,46.7218,17.13,37,40,6.45,RU,1680846518
306,isilkul,54.9109,71.2728,-2.96,54,82,9.2,RU,1680846518
307,jiuquan,39.7432,98.5174,12.01,12,71,4.24,CN,1680846518
308,verkhoyansk,67.5447,133.385,-12.0,64,100,4.57,RU,1680846136
309,anito,12.4497,125.2886,28.82,65,97,4.04,PH,1680846519
310,iranshahr,27.2025,60.6848,27.19,18,0,2.06,IR,1680846519
311,progreso,21.2833,-89.6667,27.06,72,0,6.09,MX,1680846519
312,fallon,39.4735,-118.7774,11.62,37,75,4.12,US,1680846519
313,calvinia,-31.4707,19.776,13.23,79,1,2.53,ZA,1680846519
314,codo,-4.4553,-43.8856,22.17,100,100,0.84,BR,1680846519
315,kuching,1.55,110.3333,31.14,70,20,2.06,MY,1680846519
316,walvis bay,-22.9575,14.5053,16.23,92,51,2.03,NA,1680846520
317,marsh harbour,26.5412,-77.0636,23.52,71,4,6.28,BS,1680846520
318,batemans bay,-35.7167,150.1833,21.17,59,76,4.43,AU,1680846124
319,muskegon,43.3,-86.1334,3.92,61,0,4.12,US,1680846469
320,furth im wald,49.3097,12.84,4.43,83,2,0.64,DE,1680846520
321,ayan,56.45,138.1667,-4.05,65,100,2.13,RU,1680846520
322,sattenapalle,16.4,80.1833,36.47,31,5,4.03,IN,1680846520
323,betioky,-23.7167,44.3833,25.72,70,0,2.83,MG,1680846521
324,trincomalee,8.5711,81.2335,29.08,65,17,4.48,LK,1680846521
325,chara,56.9064,118.2631,-5.36,62,87,1.85,RU,1680846112
326,santa marinella,42.0345,11.8536,9.28,51,57,1.47,IT,1680846521
327,pangnirtung,66.1451,-65.7125,-21.0,84,20,0.0,CA,1680846134
328,alofi,-19.0595,-169.9187,26.94,89,100,2.57,NU,1680846179
329,upata,8.0086,-62.3989,22.33,79,99,3.66,VE,1680846521
330,neuquen,-38.9516,-68.0591,11.94,87,0,1.03,AR,1680846522
331,phan thiet,10.9333,108.1,31.84,54,84,5.76,VN,1680846522
332,pokhara,28.2333,83.9833,28.67,21,1,3.65,NP,1680846169
333,aswan,24.0934,32.907,19.61,20,0,3.09,EG,1680846200
334,bull savanna,17.8868,-77.5902,22.05,74,0,4.76,JM,1680846522
335,mont-dore,-22.2833,166.5833,27.99,71,28,3.27,NC,1680846522
336,saint george,37.1041,-113.5841,12.33,33,0,0.89,US,1680846105
337,georgetown,5.4112,100.3354,31.96,70,40,4.12,MY,1680845952
338,nizhyn,51.048,31.8869,5.83,84,100,2.08,UA,1680846523
339,sungaipenuh,-2.0833,101.3833,26.98,54,87,2.37,ID,1680846523
340,santa cruz,-17.8,-63.1667,20.7,88,20,2.57,BO,1680846303
341,klaksvik,62.2266,-6.589,2.51,77,48,2.22,FO,1680846152
342,shubarshi,48.5872,57.1869,17.28,30,14,4.05,KZ,1680846523
343,turukhansk,65.8167,87.9833,-21.67,83,97,6.82,RU,1680846097
344,mareeba,-17.0,145.4333,29.16,69,56,2.47,AU,1680846523
345,turan,16.0678,108.2208,27.99,83,75,4.12,VN,1680846524
346,ketchikan,55.3422,-131.6461,2.77,98,100,2.31,US,1680846524
347,kuandian,40.7286,124.7847,6.35,20,0,6.94,CN,1680846524
348,kungurtug,50.5994,97.5228,4.96,48,7,0.32,RU,1680846142
349,price,39.5994,-110.8107,0.62,46,0,2.57,US,1680846524
350,shenjiamen,29.9576,122.298,13.28,79,85,6.1,CN,1680846524
351,sumbe,-11.2061,13.8437,26.73,85,99,1.76,AO,1680846524
352,huarmey,-10.0681,-78.1522,25.17,84,72,2.9,PE,1680846164
353,tasiilaq,65.6145,-37.6368,-4.91,93,95,2.24,GL,1680846101
354,zakamensk,50.3741,103.2863,10.21,18,13,5.31,RU,1680846525
355,southampton,50.904,-1.4043,5.45,92,1,0.45,GB,1680846326
356,cabo san lucas,22.8909,-109.9124,20.28,50,0,4.01,MX,1680846133
357,san carlos de bariloche,-41.1456,-71.3082,7.86,76,0,3.6,AR,1680846525
358,tshikapa,-6.4167,20.8,22.92,89,100,1.71,CD,1680846525
359,derzhavinsk,51.1,66.3167,4.85,89,100,7.85,KZ,1680846525
360,sidi ali,36.0998,0.4206,10.71,57,92,3.16,DZ,1680846132
361,phalaborwa,-23.943,31.1411,17.6,59,0,2.39,ZA,1680846526
362,kruisfontein,-34.0033,24.7314,19.94,78,66,9.03,ZA,1680846093
363,sabha,27.0377,14.4283,14.71,57,53,7.24,LY,1680846526
364,honiara,-9.4333,159.95,27.88,83,82,0.39,SB,1680846526
365,necochea,-38.5473,-58.7368,14.69,88,77,5.17,AR,1680846174
366,lima duarte,-21.8425,-43.7931,18.23,99,95,0.61,BR,1680846527
367,kutum,14.2,24.6667,23.11,9,13,3.87,SD,1680846527
368,sakakah,29.9697,40.2064,16.76,25,5,1.45,SA,1680846527
369,wanning,18.8003,110.3967,28.07,74,96,3.07,CN,1680846527
370,oudtshoorn,-33.5907,22.2014,16.2,73,5,2.14,ZA,1680846527
371,teya,60.3778,92.6267,-13.54,72,26,4.84,RU,1680846527
372,kapuskasing,49.4169,-82.4331,-7.95,79,100,6.69,CA,1680846362
373,dawlatabad,36.4141,64.9053,25.72,22,94,1.22,AF,1680846528
374,severo-kurilsk,50.6789,156.125,-0.2,96,100,10.02,RU,1680846112
375,sangar,63.9242,127.4739,-10.23,85,100,8.93,RU,1680846116
376,verkh-usugli,52.7,115.1667,3.3,28,56,3.8,RU,1680846528
377,pemangkat,1.1667,108.9667,29.67,60,100,2.34,ID,1680846194
378,ciudad bolivar,8.1222,-63.5497,24.99,68,71,5.88,VE,1680846528
379,narsaq,60.9167,-46.05,0.12,73,49,3.48,GL,1680846130
380,korla,41.7597,86.1469,14.06,11,92,7.3,CN,1680846117
381,ugoofaaru,5.6667,73.0,28.17,73,56,2.46,MV,1680846529
382,luancheng,37.8792,114.6517,17.09,20,78,1.61,CN,1680846529
383,myaundzha,63.0494,147.1858,-13.65,70,38,1.31,RU,1680846529
384,hovd,48.0056,91.6419,10.56,8,0,0.9,MN,1680846173
385,itarema,-2.9248,-39.9167,23.27,91,74,2.59,BR,1680846529
386,tual,-5.6667,132.75,28.29,73,93,7.56,ID,1680846530
387,matamoros,25.5333,-103.25,16.02,62,30,6.65,MX,1680846530
388,hofn,64.2539,-15.2082,4.5,67,75,1.29,IS,1680846134
389,tautira,-17.7333,-149.15,28.24,78,97,7.06,PF,1680846136
390,susehri,40.1644,38.0867,7.73,75,99,2.39,TR,1680846530
391,logansport,40.7545,-86.3567,4.4,79,0,0.0,US,1680846530
392,cape coast,5.1053,-1.2466,26.8,84,100,3.82,GH,1680846530
393,fort-shevchenko,44.5086,50.263,13.72,52,99,4.09,KZ,1680846531
394,sibolga,1.7427,98.7792,29.95,65,84,2.95,ID,1680846531
395,brownsville,25.9018,-97.4975,15.05,96,100,4.12,US,1680846290
396,codrington,-38.2667,141.9667,16.12,86,100,6.95,AU,1680846127
397,kanye,-24.9667,25.3327,18.22,49,0,2.63,BW,1680846531
398,kerema,-7.9631,145.7785,28.45,79,100,4.11,PG,1680846531
399,tiksi,71.6872,128.8694,-15.63,91,84,3.28,RU,1680846133
400,dasoguz,41.8363,59.9666,17.97,48,0,4.12,TM,1680846532
401,port macquarie,-31.4333,152.9167,24.02,69,80,6.58,AU,1680846532
402,la serena,-29.9078,-71.2542,14.73,100,20,2.06,CL,1680846326
403,provideniya,64.3833,-173.3,-16.94,60,20,3.13,RU,1680846110
404,joutseno,61.118,28.5076,1.55,72,99,4.11,FI,1680846532
405,zomba,-15.386,35.3188,16.94,89,57,0.61,MW,1680846532
406,tessalit,20.1986,1.0114,21.3,24,34,4.31,ML,1680846532
407,rybinsk,58.0446,38.8426,2.3,68,24,3.61,RU,1680846189
408,ilulissat,69.2167,-51.1,-13.99,56,100,1.03,GL,1680846108
409,tura,25.5198,90.2201,31.48,21,0,2.56,IN,1680846533
410,mikkeli,61.6886,27.2723,1.75,64,0,3.09,FI,1680846533
411,beyneu,45.3167,55.2,17.79,32,2,2.75,KZ,1680846175
412,praia da vitoria,38.7333,-27.0667,11.14,93,75,8.46,PT,1680846192
413,christchurch,-43.5333,172.6333,13.28,71,20,6.69,NZ,1680846287
414,wewak,-3.5534,143.6268,28.41,77,74,4.56,PG,1680846533
415,amilly,47.9728,2.7719,5.03,96,6,2.51,FR,1680846533
416,seoul,37.5683,126.9778,15.66,31,0,6.17,KR,1680846105
417,san jeronimo,-11.9472,-75.2829,7.27,94,99,1.34,PE,1680846534
418,kingston,17.997,-76.7936,25.67,69,20,2.57,JM,1680846242
419,pimentel,-6.8367,-79.9342,26.16,89,40,1.54,PE,1680846193
420,podgornoye,51.735,39.1496,9.12,71,0,4.0,RU,1680846534
421,mahibadhoo,3.7833,72.9667,27.82,73,56,1.68,MV,1680846534
422,el dorado,38.7666,-120.5177,9.79,62,100,1.81,US,1680846534
423,oktyabrskoye,43.0645,44.7417,9.08,81,75,3.0,RU,1680846535
424,tornio,65.8481,24.1466,1.01,98,100,5.05,FI,1680846535
425,meulaboh,4.1363,96.1285,29.57,64,64,2.25,ID,1680846200
426,atasu,48.6814,71.6433,12.01,54,36,6.47,KZ,1680846535
427,odweyne,9.4092,45.064,24.87,60,92,5.21,SO,1680846535
428,kharp,66.8014,65.8081,-8.23,88,100,5.16,RU,1680846535
429,port shepstone,-30.7414,30.455,20.42,71,0,4.34,ZA,1680846536
430,komsomolskiy,40.4272,71.7189,17.4,51,99,6.17,UZ,1680846536
431,bafq,31.6128,55.4107,24.9,13,4,1.9,IR,1680846536
432,atambua,-9.1061,124.8925,24.55,83,97,0.98,ID,1680846536
433,kurya,51.6003,82.2888,11.93,37,66,10.18,RU,1680846536
434,kununurra,-15.7667,128.7333,34.99,46,63,2.57,AU,1680846536
435,howick,-29.4779,30.2306,17.09,56,0,1.61,ZA,1680846537
436,green river,41.5286,-109.4662,-2.78,86,10,1.6,US,1680846310
437,batagay-alyta,67.8006,130.4114,-17.08,73,91,3.26,RU,1680846537
438,vangaindrano,-23.35,47.6,24.9,83,77,0.68,MG,1680846537
439,yumen,40.2833,97.2,11.93,10,50,3.13,CN,1680846181
440,awbari,26.5921,12.7805,14.83,57,69,4.23,LY,1680846537
441,beisfjord,68.3751,17.5988,2.73,64,100,2.84,NO,1680846537
442,victor harbor,-35.5667,138.6167,19.21,65,21,7.94,AU,1680846538
443,kralendijk,12.15,-68.2667,25.99,78,40,5.66,BQ,1680846538
444,zaranj,30.9667,61.8833,23.98,8,0,3.5,AF,1680846538
445,heishan,41.6892,122.1128,11.47,11,1,7.41,CN,1680846538
446,fairbanks,64.8378,-147.7164,-10.22,69,100,3.6,US,1680846149
447,pochinki,54.6988,44.8668,3.57,64,18,5.67,RU,1680846538
448,thinadhoo,0.5333,72.9333,27.88,65,24,0.06,MV,1680846164
449,suleya,55.1352,58.8792,0.03,49,85,5.79,RU,1680846539
450,alcantara,-2.4089,-44.4147,26.11,94,100,1.01,BR,1680846539
451,prince george,53.9166,-122.753,8.69,49,100,7.72,CA,1680846539
452,san andres,12.5847,-81.7006,27.01,74,20,5.14,CO,1680846329
453,santa rosa,14.3122,121.1114,33.94,59,87,1.93,PH,1680846428
454,zhoucheng,35.9122,116.3117,16.16,25,12,4.13,CN,1680846539
455,takoradi,4.8845,-1.7554,26.45,85,100,3.62,GH,1680846141
456,alice springs,-23.7,133.8833,28.75,28,3,3.6,AU,1680846178
457,zhangye,38.9342,100.4517,12.94,10,38,1.75,CN,1680846098
458,krasnoslobodsk,48.7072,44.5714,12.9,54,0,9.0,RU,1680846540
459,san cristobal,7.7669,-72.225,19.1,79,100,0.83,VE,1680845809
460,acari,-15.4311,-74.6158,23.45,83,6,0.66,PE,1680846540
461,ola,59.5833,151.2833,-3.25,85,92,2.4,RU,1680846540
462,bagdarin,54.4333,113.6,3.45,27,100,5.16,RU,1680846541
463,airai,-8.9266,125.4092,17.8,79,100,0.8,TL,1680846095
464,tabou,4.423,-7.3528,25.96,86,14,1.81,CI,1680845896
465,darhan,49.4867,105.9228,10.9,19,4,7.17,MN,1680846541
466,byron bay,-28.65,153.6167,20.95,78,76,6.99,AU,1680846541
467,ambilobe,-13.2,49.05,27.46,73,92,0.99,MG,1680846542
468,mount darwin,-16.7725,31.5838,19.59,79,26,0.87,ZW,1680846542
469,flin flon,54.7682,-101.865,-8.14,97,80,2.15,CA,1680846159
470,hearst,49.6835,-83.6665,-7.86,93,100,5.31,CA,1680846542
471,bereda,43.2686,-7.5406,5.32,100,75,0.48,ES,1680846542
472,blackfoot,43.1905,-112.345,-1.12,79,11,2.36,US,1680846542
473,isiro,2.7739,27.616,24.24,64,100,1.38,CD,1680846360
474,san pedro,14.35,121.0167,34.06,56,40,3.6,PH,1680846543
475,puerto suarez,-18.95,-57.8,20.68,99,78,1.42,BO,1680846543
476,fukue,32.6881,128.8419,15.2,58,0,7.2,JP,1680846543
477,bytow,54.1706,17.4919,2.89,97,100,3.83,PL,1680846543
478,cap malheureux,-19.9842,57.6142,28.59,71,76,1.34,MU,1680846543
479,raudeberg,61.9875,5.1352,3.37,61,10,5.43,NO,1680846174
480,port blair,11.6667,92.75,32.02,51,20,4.12,IN,1680846543
481,olafsvik,64.8945,-23.7142,2.28,84,100,11.42,IS,1680846544
482,hirara,24.8,125.2833,19.92,94,75,10.8,JP,1680846544
483,pamanukan,-6.2842,107.8106,30.9,60,100,3.13,ID,1680846544
484,huangpi,30.8845,114.3779,19.06,37,0,3.0,CN,1680846544
485,puri,19.8,85.85,33.29,65,5,3.77,IN,1680846544
486,tutoia,-2.7619,-42.2744,23.98,91,99,0.98,BR,1680846544
487,launceston,-41.45,147.1667,18.8,81,100,1.54,AU,1680846155
488,kosh-agach,50.0,88.6667,0.81,35,9,1.44,RU,1680846545
489,kovernino,57.1253,43.8142,1.76,54,14,4.35,RU,1680846545
490,yongan,39.6957,113.6871,5.85,21,7,9.86,CN,1680846545
491,bandarbeyla,9.4942,50.8122,28.74,63,95,4.44,SO,1680846190
492,kenai,60.5544,-151.2583,-1.95,63,0,3.09,US,1680846545
493,pringsewu,-5.3582,104.9744,32.26,51,64,2.06,ID,1680846545
494,lokosovo,61.1333,74.8167,-14.96,74,34,4.18,RU,1680846545
495,saint anthony,45.0205,-93.218,-1.97,77,0,2.57,US,1680846185
496,ampanihy,-24.7,44.75,25.76,69,43,2.68,MG,1680846546
497,piranshahr,36.701,45.1413,10.82,43,5,4.33,IR,1680846546
498,ilo,-17.6394,-71.3375,21.84,88,20,1.28,PE,1680846546
499,daru,-9.0763,143.2092,28.39,82,100,4.21,PG,1680846546
500,suining,30.508,105.5733,21.33,35,65,3.14,CN,1680846546
501,lufilufi,-13.8745,-171.5986,29.88,71,41,6.3,WS,1680846547
502,namibe,-15.1961,12.1522,24.75,75,91,1.96,AO,1680846547
503,north platte,41.1239,-100.7654,2.99,48,0,0.89,US,1680846547
504,cozumel,20.5083,-86.9458,25.53,86,0,4.88,MX,1680846545
505,puerto escondido,15.85,-97.0667,26.46,78,0,1.03,MX,1680846275
506,sinjar,36.3209,41.8754,15.66,38,2,1.3,IQ,1680846157
507,cham,49.245,12.6825,3.96,82,3,0.56,DE,1680846547
508,nelson bay,-32.7167,152.15,25.05,70,60,3.13,AU,1680846548
509,isangel,-19.55,169.2667,26.99,67,5,2.78,VU,1680846548
510,solnechnyy,50.7214,136.6319,0.26,91,100,3.5,RU,1680846548
511,lompoc,34.6391,-120.4579,10.89,79,100,1.79,US,1680846122
512,ziyang,29.2497,117.8547,19.82,41,1,2.39,CN,1680846548
513,nizwa,22.9333,57.5333,27.03,21,0,1.91,OM,1680846548
514,arbagar,51.9438,116.2805,1.1,34,43,3.73,RU,1680846549
515,zhezkazgan,47.8043,67.7144,11.99,54,75,6.0,KZ,1680846186
516,hami,42.8,93.45,14.49,11,95,1.89,CN,1680846549
517,krasnoturansk,54.3186,91.5639,10.22,37,10,4.15,RU,1680846549
518,lere,10.387,8.5726,24.03,39,71,2.16,NG,1680846549
519,bacolod,10.6667,122.95,30.25,60,89,6.43,PH,1680846549
520,geraldton,-28.7667,114.6,25.23,50,40,8.75,AU,1680846173
521,springbok,-29.6643,17.8865,11.84,86,14,1.08,ZA,1680846551
522,nueve de julio,-35.4444,-60.8831,13.31,83,32,3.16,AR,1680846551
523,borogontsy,62.6683,131.1683,-8.28,81,98,4.09,RU,1680846551
524,aykhal,66.0,111.5,-3.69,92,100,6.48,RU,1680846551
525,srednekolymsk,67.45,153.6833,-8.88,86,100,3.46,RU,1680846111
526,anqing,30.5092,117.0506,19.9,33,1,4.54,CN,1680846552
527,la rioja,42.25,-2.5,-2.12,51,1,2.66,ES,1680846552
528,mitsamiouli,-11.3847,43.2844,28.16,71,94,1.95,KM,1680846194
529,venustiano carranza,19.43,-99.0992,18.99,59,75,5.14,MX,1680846552
530,sagua la grande,22.8067,-80.0756,22.55,74,27,5.39,CU,1680846552
531,mount isa,-20.7333,139.5,36.87,28,75,3.09,AU,1680846552
532,arman,59.7,150.1667,-3.32,91,99,1.83,RU,1680846553
533,kashan,33.9831,51.4364,22.77,17,0,1.03,IR,1680846553
534,botou,38.0667,116.5667,14.71,15,6,4.73,CN,1680846553
535,banda aceh,5.5577,95.3222,29.35,68,100,3.24,ID,1680846553
536,rayong,12.8333,101.4333,34.23,46,51,5.09,TH,1680846553
537,bairiki,1.3292,172.9752,30.0,74,40,6.69,KI,1680846553
538,san jose de las lajas,22.9614,-82.1511,23.51,86,41,4.32,CU,1680846553
539,port hedland,-20.3167,118.5667,34.03,52,64,6.17,AU,1680846177
540,waipawa,-41.4122,175.5153,10.95,67,92,4.6,NZ,1680846133
541,nioro,13.35,-15.75,23.26,33,95,2.64,GM,1680846554
542,moree,-29.4667,149.85,28.47,39,55,2.19,AU,1680846554
543,muslyumovo,55.3033,53.1947,3.41,62,84,8.32,RU,1680846554
544,amarante do maranhao,-5.5667,-46.7422,21.15,99,100,1.95,BR,1680846555
545,qui nhon,13.7667,109.2333,28.84,69,87,5.64,VN,1680846481
546,morros,-9.4467,-46.3003,21.3,90,80,0.14,BR,1680846555
547,san angelo,31.4638,-100.437,13.12,51,100,3.09,US,1680846555
548,tezu,27.9167,96.1667,30.74,25,19,1.8,IN,1680846482
549,anshun,26.25,105.9333,12.12,71,100,3.03,CN,1680846555
550,miyako,39.6367,141.9525,15.1,90,100,4.99,JP,1680846556
551,ambon,-3.6954,128.1814,32.08,62,40,3.09,ID,1680846145
552,intipuca,13.1969,-88.0544,24.23,73,9,1.09,SV,1680846556
553,central point,42.376,-122.9164,10.23,88,100,1.2,US,1680846318
554,abu dhabi,24.4667,54.3667,24.41,67,0,2.57,AE,1680846423
555,padang,-0.9492,100.3543,30.03,67,97,2.32,ID,1680846154
556,andenes,69.3143,16.1194,2.74,69,40,3.09,NO,1680846557
557,sumenep,-7.0167,113.8667,28.77,71,89,3.41,ID,1680846557
558,pontianak,-0.0333,109.3333,30.99,66,75,3.6,ID,1680846503
559,el mante,22.7333,-98.9667,17.97,79,100,4.36,MX,1680846557
560,floro,61.5996,5.0328,4.42,56,12,5.14,NO,1680846557
561,los llanos de aridane,28.6585,-17.9182,13.86,65,0,3.6,ES,1680846108
562,kalabo,-14.97,22.6814,19.41,77,68,2.62,ZM,1680846557
563,legnica,51.2101,16.1619,3.92,98,100,2.92,PL,1680846352
564,ewa beach,21.3156,-158.0072,24.97,67,20,6.69,US,1680846074
565,aleksandrov gay,50.147,48.5704,12.73,54,17,7.62,RU,1680846132
566,faya,18.3851,42.4509,18.29,45,44,2.96,SA,1680846122
567,heinsberg,51.0667,6.0833,8.52,86,100,2.72,DE,1680846558
568,kupang,-10.1667,123.5833,28.32,89,75,1.03,ID,1680846558
569,madang,-5.2246,145.7966,27.87,82,88,3.37,PG,1680846558
